ID;Nom;Type;GB-Type (FILTRE 1);Thèmes-tags;GB-Themes-tags (FILTRE 2);Filière;Filière picto;numfil;GB-Sector (FILTRE 3);Ens. sup. recherche;Département;Hébergeur;Adresse;CP;Ville;Innov'up incubation 2023;GB-Label INNOV'UP;Liens avec établissement ESR;GB-Linked with higher education and research institutions;Accueil d'entreprises étrangères;GB-Foreign business accommodation;W3;Raison sociale;SIRET;Incubateur;Accélérateur;Date mise à jour;Adresse complète;CoordXY;Nombre de thèmes-tags;Thème 1 (popin);Thème 2 (popin);Thème 3 (popin);Thème 4 (popin)
29;ElastoLAB;Incubateur;Incubator;Chimie / Matériaux;Chemistry / Materials;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Oui;94.0;;60 rue Auber;94400.0;Vitry-sur-Seine;Oui;Yes;Elanova lab;Elanova lab;Oui;yes;https://elanova.fr/elastolab/;Centre Français des Caoutchoucs et Polymères;34334067500010;Oui;non;2024_04_29;60 rue Auber;48.802648, 2.37457;1.0;Chimie / Matériaux;;;
41;HECTAR;Accélérateur;Accelerator;Chimie / Matériaux,FoodTech, Agritech, Agrotech,Impact environnemental, Durabilité, économie circulaire;Chemistry / Materials,FoodTech / Agritech / Agrotech,Environmental impact / Sustainability / Circular economy;6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Non;78.0;;Les Néfliers;78320.0;Lévis-Saint-Nom;Non;No;;;Oui;yes;https://www.hectar.co/accelerateur;;;non;Oui;2024_04_29;Les Néfliers;48.723228, 1.924908;3.0;Chimie / Matériaux;FoodTech, Agritech, Agrotech;Impact environnemental, Durabilité, économie circulaire;
47;INCOPLEX 77 Transition;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Automobile, Mobilité, Mobilité partagée,Energie renouvelable,Industrie / Logistique;Environmental impact / Sustainability / Circular economy,Automotive / Mobility / Shared mobility,Energy / Renewables,Industry / Logistic;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;77.0;;Place Dupont-Perrot;77310.0;Nangis;Oui;Yes;;;;;https://www.incoplex77.co;INCO Incubators;;Oui;non;2024_04_29;Place Dupont-Perrot;48.557, 3.011795;4.0;Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;Industrie / Logistique
48;Incub'ESSCA;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;92.0;;55 quai Alphonse le Gallo;92513.0;Boulogne-Billancourt;Oui;Yes;ESSCA;ESSCA;;;https://incubateur.essca.fr/;ESSCA;78611672300069;Oui;non;2024_04_29;55 quai Alphonse le Gallo;48.840081, 2.224839;1.0;Etudiant;;;
54;Incubateur des Arts et Métiers;Incubateur;Incubator;Industrie / Logistique,Impact environnemental, Durabilité, économie circulaire,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Industry / Logistic,Environmental impact / Sustainability / Circular economy,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Arts et métiers campus de Paris;151 boulevard de l'Hôpital;75013.0;Paris;Oui;Yes;ENSAM;ENSAM;;;https://incubateur.artsetmetiers.fr/;ENSAM;19753472000010;Oui;non;2024_04_29;Arts et métiers campus de Paris 151 boulevard de l'Hôpital;48.833773, 2.357558;3.0;Industrie / Logistique;Impact environnemental, Durabilité, économie circulaire;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;
57;Incubateur I-Engage Paris 8 Saint-Denis;Incubateur;Incubator;Impact social / Solidarité;Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;93.0;;14 rue Waldeck Rochet;93300.0;Aubervilliers;Non;No;Université Paris 8 Vincennes-Saint Denis;Paris 8 Vincennes-Saint Denis University;;;https://www.univ-paris8.fr/Appel-a-candidature-Incubateur-I-Engage-Paris-8-Saint-Denis-Promotion-2023-2024;Université Paris-8 Saint Denis;19931827000014;Oui;non;2024_04_29;14 rue Waldeck Rochet;48.91268, 2.36794;;Impact social / Solidarité;;;
79;Leonard:Paris by VINCI;Incubateur;Incubator;Energie renouvelable,Industrie / Logistique,Tourisme / Ville intelligente / PropTech,Immobilier / Construction;Energy / Renewables,Industry / Logistic,Tourism / Smart City / Proptech,Real Estate / Construction;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;6 place du Colonel BourgOuin;75012.0;Paris;Non;No;;;Oui;yes;https://leonard.vinci.com/;;;Oui;non;2024_04_29;6 place du Colonel BourgOuin;48.844643, 2.383246;4.0;Energie renouvelable;Industrie / Logistique;Tourisme / Ville intelligente / PropTech;Immobilier / Construction
94;Paris&Co Industries Culturelles & Créatives;Incubateur,Accélérateur;Incubator, Accelerator;Industries Culturelles & Créatives;Cultural / Creative;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Le Cargo;157 bd Macdonald;75019.0;Paris;Non;No;;;Oui;yes;https://www.parisandco.com/expertises/industries-culturelles-creatives/;;;Oui;Oui;2024_04_29;Le Cargo 157 bd Macdonald;48.898595, 2.378185;1.0;Industries Culturelles & Créatives;;;
95;Paris&Co Futur du travail;Incubateur,Accélérateur;Incubator, Accelerator;Education & Edtech,HRTech / Ressources Humaines;Edtech,RH Tech / Human Resources;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;Le Cargo;157 bd Macdonald;75019.0;Paris;Non;No;;;;;https://www.parisandco.com/expertises/futur-du-travail/;;;Oui;Oui;2024_04_29;Le Cargo 157 bd Macdonald;48.898595, 2.378185;2.0;Education & Edtech;HRTech / Ressources Humaines;;
97;Paris&Co Santé;Incubateur,Accélérateur;Incubator, Accelerator;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Sport / Handicap / Bien-Etre;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare,Sport / Autonomy / Handicap / Well-being;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;75.0;;130 rue de Lourmel;75015.0;Paris;Non;No;;;Oui;yes;https://www.parisandco.com/expertises/sante/;;;Oui;Oui;2024_04_29;130 rue de Lourmel;48.841627, 2.284948;2.0;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Sport / Handicap / Bien-Etre;;
101;PC'up;Incubateur;Incubator;Deeptech,Chimie / Matériaux;Deeptech,Chemistry / Materials;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;ESPCI;10 rue Vauquelin;75005.0;Paris;Oui;Yes;ESPCI Paris-PSL;ESPCI Paris-PSL;Oui;yes;https://www.espci.psl.eu/fr/innovation/l-incubateu;ESPCI Paris-PSL;20000068500012;Oui;non;2024_04_29;ESPCI 10 rue Vauquelin;48.841234, 2.347531;2.0;Deeptech;Chimie / Matériaux;;
115;Software République;Incubateur;Incubator;Automobile, Mobilité, Mobilité partagée,Energie renouvelable;Automotive / Mobility / Shared mobility,Energy / Renewables;3. Aéronautique - Spatial - Défense - Mobilité durable et intelligente (dont automobile);3_mobil.jpg;3;3. Aeronautics / Space / Defense - Smart Mobility;Non;78.0;Technocentre Renault;1 avenue du Golf;78280.0;Guyancourt;Non;No;;;Oui;yes;https://softwarerepublique.eu/;;;Oui;non;2024_04_29;Technocentre Renault 1 avenue du Golf;48.756902, 2.078818;2.0;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;;
131;Binance Labs @ STATION F;Accélérateur;Accelerator;Deeptech,Développement de logiciels / Service Cloud / Big data (ou données de masse);Deeptech,Software development / Cloud services / Big data;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://labs.binance.com/;;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;2.0;Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);;
148;ADC (au-delà du cuir);Incubateur;Incubator;Luxe / Beauté / Cosmétique / Mode / Textile;Luxury / Beauty / Cosmetic / Fashion / Textile;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;;64 rue de Cléry;75002.0;Paris;Non;No;;;;;https://www.audeladucuir.com/programmes/;;;Oui;non;2024_04_29;64 rue de Cléry;48.868755, 2.349015;1.0;Luxe / Beauté / Cosmétique / Mode / Textile;;;
151;Incubateur EM Normandie - campus Paris Clichy;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;92.0;;30-32 rue Henri Barbusse;92110.0;Clichy;Non;No;EM Normandie;EM Normandie;;;https://www.em-normandie.com/fr/ecole-de-commerce-paris;EM Normandie;47980663000063;Oui;non;2024_04_29;30-32 rue Henri Barbusse;48.899206, 2.304548;1.0;Etudiant;;;
161;Campus UNOWHY;Accélérateur;Accelerator;;;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;92.0;;168 avenue Charles de Gaulle;92200.0;Neuilly-sur-Seine;Non;No;;;;;https://www.unowhy.com/accelerateur/;;;non;Oui;2024_04_29;168 avenue Charles de Gaulle;48.885138, 2.260352;;;;;
172;élastoLAB;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;94.0;;60 rue Auber;94400.0;Vitry-sur-Seine;Oui;Yes;Elanova lab;Elanova lab;;;https://elanova.fr/elastolab/;;;Oui;non;2024_04_29;60 rue Auber;48.802648, 2.37457;;;;;
202;WILCO - DIGITAL;Accélérateur;Accelerator;Développement de logiciels / Service Cloud / Big data (ou données de masse),Impact environnemental, Durabilité, économie circulaire,Services Financiers, Assurance,Biens de consommation / Retail / E-commerce,Deeptech;Software development / Cloud services / Big data,Environmental impact / Sustainability / Circular economy,Fintech / Insurtech,Consumer goods / Retail / E-commerce,Deeptech;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;10 rue de Moussy;75004.0;Paris;Non;No;;;Oui;yes;https://www.wilco-ambitions.com/secteurs/digital/;;;non;Oui;2024_04_29;10 rue de Moussy;48.857658, 2.355766;5.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Impact environnemental, Durabilité, économie circulaire;Services Financiers, Assurance;Biens de consommation / Retail / E-commerce
207;Le 106;Accélérateur;Accelerator;Deeptech,Aéronautique - Spatial - Défense;Deeptech,Aeronautics / Space / Defense;3. Aéronautique - Spatial - Défense - Mobilité durable et intelligente (dont automobile);3_mobil.jpg;3;3. Aeronautics / Space / Defense - Smart Mobility;Non;78.0;;Aérodrome de Paris-Saclay Versailles;78117.0;Toussus-le-Noble;Non;No;;;;;https://ifstart.fr/nos-accelerateurs/;;;non;Oui;2024_05_22;Aérodrome de Paris-Saclay Versailles;48.751244, 2.116444;2.0;Deeptech;Aéronautique - Spatial - Défense;;
11;BivwAk! by BNP Paribas;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Tourisme / Ville intelligente / PropTech,Immobilier / Construction,Services Financiers, Assurance;Environmental impact / Sustainability / Circular economy,Tourism / Smart City / Proptech,Real Estate / Construction,Fintech / Insurtech;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;3 rue Rossini;75009.0;Paris;Non;No;;;Oui;yes;https://bivwak.bnpparibas/fr;;;Oui;non;2024_04_29;3 rue Rossini;48.872846, 2.340883;4.0;Impact environnemental, Durabilité, économie circulaire;Tourisme / Ville intelligente / PropTech;Immobilier / Construction;Services Financiers, Assurance
17;Circular Challenge CITEO;Accélérateur;Accelerator;Impact environnemental, Durabilité, économie circulaire;Environmental impact / Sustainability / Circular economy;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;95 rue de Provence;75009.0;Paris;Non;No;;;;;https://circular-challenge-citeo.com/fr;;;non;Oui;2024_04_29;95 rue de Provence;48.87415, 2.33062;1.0;Impact environnemental, Durabilité, économie circulaire;;;
18;CNAM Incubateur;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;292 rue Saint-Martin;75003.0;Paris;Non;No;CNAM;CNAM;;;https://www.cnam-incubateur.fr/;CNAM;19753471200017;Oui;non;2024_04_29;292 rue Saint-Martin;48.866972, 2.354641;;;;;
20;Creatis;Incubateur;Incubator;Industries Culturelles & Créatives,Marketing / Publicité / Communication / Media;Cultural / Creative,Marketing / Advertising / Communication / Media;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;15 rue de la Fontaine au Roi;75011.0;Paris;Non;No;;;Oui;yes;https://www.groupe-sos.org/structure/creatis/;;;Oui;non;2024_04_29;15 rue de la Fontaine au Roi;48.868535, 2.369829;2.0;Industries Culturelles & Créatives;Marketing / Publicité / Communication / Media;;
28;EFREI Entrepreneurs;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;94.0;;30-32 avenue de la République;94800.0;Villejuif;Oui;Yes;EFREI;EFREI;;;https://www.efreientrepreneurs.fr/;EFREI;39889833800023;Oui;non;2024_04_29;30-32 avenue de la République;48.788556, 2.364018;1.0;Etudiant;;;
36;French ioT Impact x Technologie (Groupe la Poste);Incubateur;Incubator;Tourisme / Ville intelligente / PropTech,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Gouvernement / Institutions Publiques,Impact social / Solidarité;Tourism / Smart City / Proptech,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare,Government / Public institutions,Social impact / Solidarity;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;94.0;;45-47 boulevard Paul Vaillant Couturier;94200.0;Ivry-sur-Seine;Non;No;;;Oui;yes;https://concours-french-iot.laposte.fr/;;;Oui;non;2024_04_29;45-47 boulevard Paul Vaillant Couturier;48.818505, 2.397822;4.0;Tourisme / Ville intelligente / PropTech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Gouvernement / Institutions Publiques;Impact social / Solidarité
46;INCOPLEX 93;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Impact social / Solidarité;Environmental impact / Sustainability / Circular economy,Social impact / Solidarity;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;93.0;;14 avenue Edouard Vaillant;93500.0;Pantin;Oui;Yes;;;Oui;yes;https://inco-group.co/;INCO Incubators;;Oui;non;2024_04_29;14 avenue Edouard Vaillant;48.899309, 2.397498;2.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;
58;Incubateur ISAE-Sup-méca;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;93.0;;3 rue Fernand Hainaut;93400.0;Saint-Ouen-sur-Seine;Non;No;ISAE;ISAE;;;https://www.isae-supmeca.fr/actualites/entreprise/une-premiere-entreprise-incubee-a-supmeca/;;19930603600013;Oui;non;2024_04_29;3 rue Fernand Hainaut;48.919789, 2.332739;1.0;Etudiant;;;
61;in'li LAB;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Energie renouvelable,Tourisme / Ville intelligente / PropTech,Immobilier / Construction;Environmental impact / Sustainability / Circular economy,Energy / Renewables,Tourism / Smart City / Proptech,Real Estate / Construction;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;92.0;Siège social Tour Ariane;5 place de la Pyramide;92800.0;Puteaux / Paris La Défense;Non;No;;;Oui;yes;https://inli.com/inli/inli-lab;;;Oui;non;2024_04_29;Siège social Tour Ariane 5 place de la Pyramide;48.889462, 2.243741;4.0;Impact environnemental, Durabilité, économie circulaire;Energie renouvelable;Tourisme / Ville intelligente / PropTech;Immobilier / Construction
71;The Human Safety Net Montreuil - La Ruche;Incubateur;Incubator;Impact social / Solidarité;Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;31 rue Lebour;93100.0;Montreuil;Oui;Yes;;;;;http://www.la-ruche.net;L'Académie des Ruches;50299030200056;Oui;non;2024_04_29;31 rue Lebour;48.854011, 2.425416;1.0;Impact social / Solidarité;;;
83;Matrice Cube;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;15 square de Vergennes;75015.0;Paris;Non;No;;;Oui;yes;https://entreprendre.matrice.io/startups-a-impact/;Matrice;82282751500025;Oui;non;2024_04_29;15 square de Vergennes;48.838957, 2.302079;;;;;
85;Le Moove Lab (Via ID et MOBILIANS) @ STATION F;Incubateur,Accélérateur;Incubator, Accelerator;Automobile, Mobilité, Mobilité partagée;Automotive / Mobility / Shared mobility;3. Aéronautique - Spatial - Défense - Mobilité durable et intelligente (dont automobile);3_mobil.jpg;3;3. Aeronautics / Space / Defense - Smart Mobility;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;Oui;yes;https://moove-lab.com/;;;Oui;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;Automobile, Mobilité, Mobilité partagée;;;
91;Paris&Co Finance & Assurance;Incubateur;Incubator;Services Financiers, Assurance;Fintech / Insurtech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;92.0;;1 parvis de la Défense;92800.0;Puteaux / Paris La Défense;Non;No;;;Oui;yes;https://www.parisandco.com/expertises/finance-assurance/;;;Oui;non;2024_04_29;1 parvis de la Défense;48.891676, 2.241092;1.0;Services Financiers, Assurance;;;
96;Paris&Co Alimentation durable;Incubateur,Accélérateur;Incubator, Accelerator;FoodTech, Agritech, Agrotech;FoodTech / Agritech / Agrotech;6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Non;75.0;;80 rue des Haies;75020.0;Paris;Non;No;;;Oui;yes;https://www.parisandco.com/expertises/alimentation-durable/;;;Oui;Oui;2024_04_29;80 rue des Haies;48.85483, 2.403577;1.0;FoodTech, Agritech, Agrotech;;;
99;Paris&Co Tourisme;Incubateur,Accélérateur;Incubator, Accelerator;Tourisme / Ville intelligente / PropTech;Tourism / Smart City / Proptech;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;Le Cargo;157 bd Macdonald;75019.0;Paris;Non;No;;;Oui;yes;https://www.parisandco.com/expertises/tourisme/;;;Oui;Oui;2024_04_29;Le Cargo 157 bd Macdonald;48.898595, 2.378185;1.0;Tourisme / Ville intelligente / PropTech;;;
104;Platform 58 by La Banque Postale;Incubateur;Incubator;Services Financiers, Assurance,LegalTech;Fintech / Insurtech,Legaltech;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;58 rue de la Victoire;75009.0;Paris;Non;No;;;Oui;yes;https://www.platform58.fr/;;;Oui;non;2024_04_29;58 rue de la Victoire;48.87529, 2.334175;2.0;Services Financiers, Assurance;LegalTech;;
166;CCI Seine-et-Marne;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;77.0;;1 avenue Johannes Guteberg - Serris CS 70045;77700.0;Serris;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;Oui;non;2024_04_29;1 avenue Johannes Guteberg - Serris CS 70045;48.837035, 2.795776;;;;;
168;CCI Val-de-Marne;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;94.0;;8 place Salvador Allende;94000.0;Créteil;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;Oui;non;2024_04_29;8 place Salvador Allende;48.778451, 2.453769;;;;;
184;WACANO ROISSY;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;;5 rue de Copenhague;93290.0;Tremblay-en-France;Non;No;;;;;https://wacano.co/;;;Oui;non;2024_04_29;5 rue de Copenhague;49.010977, 2.565812;;;;;
196;PiratzLabs;Accélérateur;Accelerator;Deeptech;Deeptech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;92.0;;7 rue Pablo Neruda;92300.0;Levallois-Perret;Non;No;;;Oui;yes;https://www.pyratzlabs.com/;PYRATZLABS;90071917000020;non;Oui;2024_04_29;7 rue Pablo Neruda;48.89406, 2.3001;1.0;Deeptech;;;
199;C-19;Incubateur;Incubator;AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo;AR / VR / Gaming;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;91.0;;19 cours Blaise Pascal;91000.0;Evry-Courcouronnes;Non;No;;;;;https://c-19.fr/;;;Oui;non;2024_04_29;19 cours Blaise Pascal;48.626646, 2.430686;;;;;
213;Incubateur Alumni de l'ESSEC;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;ESSEC;ESSEC;;;https://www.essec-alumni-incubator.com/;;;Oui;non;2024_05_22;Station F 5 parvis Alan Turing;48.83347671558393, 2.3718779980817923;;;;;
7;Accelair by Air Liquide;Incubateur,Accélérateur;Incubator, Accelerator;Deeptech,Chimie / Matériaux,Aéronautique - Spatial - Défense,Energie renouvelable;Deeptech,Chemistry / Materials,Aeronautics / Space / Defense,Energy / Renewables;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;78.0;;1 chemin de la Porte des Loges;78350.0;Les-Loges-en-Josas;Non;No;;;Oui;yes;https://www.airliquide.com/fr/accelair;ACCELAIR;87747194600013;Oui;Oui;2024_04_29;1 chemin de la Porte des Loges;48.763244, 2.13267;4.0;Deeptech;Chimie / Matériaux;Aéronautique - Spatial - Défense;Energie renouvelable
12;Blue Factory - ESCP;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;79 avenue de la République;75011.0;Paris;Oui;Yes;ESCP;ESCP;;;https://www.blue-factory.eu/;ESCP;82464458700027;Oui;non;2024_04_29;79 avenue de la République;48.864299, 2.38042;1.0;Etudiant;;;
13;BNP Paribas–Plug and Play @ STATION F;Accélérateur;Accelerator;Deeptech,Impact environnemental, Durabilité, économie circulaire,Industrie / Logistique,Services Financiers, Assurance;Deeptech,Environmental impact / Sustainability / Circular economy,Industry / Logistic,Fintech / Insurtech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;Oui;yes;https://www.plugandplaytechcenter.com/bnp-paribas-plugandplay/;;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;4.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;Industrie / Logistique;Services Financiers, Assurance
30;ESITC Paris - Incubateur ESI 13;Incubateur;Incubator;Immobilier / Construction,Impact environnemental, Durabilité, économie circulaire;Real Estate / Construction,Environmental impact / Sustainability / Circular economy;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Oui;94.0;;79 avenue Aristide Briand;94110.0;Arcueil;Non;No;ESITC;ESITC;;;https://www.esitc-paris.fr/fr/recherche-innovation/esi-13-incubateur-smart-construction;ESITC;39433164900027;Oui;non;2024_04_29;79 avenue Aristide Briand;48.80493, 2.325513;2.0;Immobilier / Construction;Impact environnemental, Durabilité, économie circulaire;;
50;Incuballiance @ Playground Paris-Saclay;Incubateur,Accélérateur;Incubator, Accelerator;Deeptech;Deeptech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;91.0;Stop & Work Le Playground Paris-Saclay;3 boulevard Thomas Gobert;91120.0;Palaiseau;Oui;Yes;Université Paris-Saclay;Paris Saclay University;;;https://www.incuballiance.fr/;;43207744400029;Oui;Oui;2024_04_29;Stop & Work Le Playground Paris-Saclay 3 boulevard Thomas Gobert;48.713063, 2.209705;1.0;Deeptech;;;
52;Incubateur de start-up Paris - IONIS 361;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;95 avenue Parmentier;75011.0;Paris;Non;No;IONIS Education Group;IONIS Education Group;;;https://www.ionis361.com/;Groupe IONIS;39182082600033;Oui;non;2024_04_29;95 avenue Parmentier;48.866271, 2.373615;;;;;
92;Paris&Co Sport;Incubateur;Incubator;Tourisme / Ville intelligente / PropTech,Sport / Handicap / Bien-Etre,Marketing / Publicité / Communication / Media;Tourism / Smart City / Proptech,Sport / Autonomy / Handicap / Well-being,Marketing / Advertising / Communication / Media;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;6 rue Claude Farrère;75016.0;Paris;Non;No;;;Oui;yes;https://www.parisandco.com/expertises/sport/;;;Oui;non;2024_04_29;6 rue Claude Farrère;48.842643, 2.253149;3.0;Tourisme / Ville intelligente / PropTech;Sport / Handicap / Bien-Etre;Marketing / Publicité / Communication / Media;
119;Techstars Sustainability Paris;Accélérateur;Accelerator;Deeptech,Impact environnemental, Durabilité, économie circulaire;Deeptech,Environmental impact / Sustainability / Circular economy;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;;33 rue du Mail;75002.0;Paris;Non;No;;;;;https://www.techstars.com/accelerators/paris;;;non;Oui;2024_04_29;33 rue du Mail;48.867316, 2.34364;2.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;;
121;Schoolab - Pepite Starter @ STATION F;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;Oui;yes;https://www.theschoolab.com/startup-entrepreneuriat/pepite-programme-incubation-etudiants/;;;Oui;non;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;1.0;Etudiant;;;
